Tribe,Country,Image,Description,Face shape:,Eye shape and size:,Nose shape:,Mouth shape:,Presence and style of scarification or tattoos:,Presence and type of headdress or hair representation:,Color palette used:,Presence of additional elements:,Overall size and proportions:,Material used:,Surface texture:,Presence and style of geometric patterns:,
Yahoure,Cote d'Ivoire,https://www.bruno-mignot.com/galeries/4717-medium_default/masque-anoman-yaoure-cote-iivoire-masques-d-afrique.jpg,"Les Yahoure de Côte d'Ivoire sont réputés pour leurs masques portrait aux traits délicats, utilisés dans les cérémonies rituelles.",Oval,Large,Thin,Small closed protruding lips,Linear,Elaborate,Natural wood,Symbolic objects,Medium,Wood,Smooth,Absent,
Hemba,RD Congo,https://www.bruno-mignot.com/galeries/4626-medium_default/masque-mwisi-gwa-so-hemba-rdc-zaire-masques-africains.jpg,"Les Hemba sont renommés pour leurs statues d'ancêtres singiti, finement sculptées en bois, représentant des figures masculines aux poses hiératiques et aux visages sereins, utilisées dans les cultes lignagers et les rituels de protection.",Rectangular,Slit,Protruding,Grimacing,Geometric,Elaborate,Earth tones,Animal features,Large,Wood,Rough,Geometric,
Lwalwa / Balwalwa,RD Congo,https://www.bruno-mignot.com/galeries/4615-medium_default/masque-mfondo-de-chasse-lwalwa-rdc-zaire-masques-africains.jpg,"Les Lwalwa de la République démocratique du Congo sont réputés pour leurs masques masculins aux traits géométriques, utilisés dans les cérémonies de circoncision.",Oval,Large,Wide,Open,Geometric,Elaborate,Vibrant,Beads/cowries,Medium,Wood,Smooth,Circular,
Salampasu / Basalampasu,RD Congo,https://www.bruno-mignot.com/galeries/4545-medium_default/masque-guerrier-salampasu-rdc-zaire-masques-guerriers.jpg,"Salampasu : Les Salampasu de la RDC sont connus pour leurs masques de cuivre et de fibres, symboles de pouvoir et de prestige.",Rectangular,Slit,Protruding,Grimacing,Geometric,Elaborate,Earth tones,Metal attachments,Large,Wood,Rough,Geometric,
Bambara / Bamana,Mali,https://www.bruno-mignot.com/galeries/4483-medium_default/masque-surukuw-kore-bambara-marka-mali-masques-africains.jpg,"Les Bambara, prédominants au Mali, sont connus pour leurs masques élaborés utilisés dans les cérémonies d'initiation et leur société N'tomo, qui enseigne aux jeunes garçons des valeurs morales à travers la danse et la musique.",Elongated,Slit,Thin,Absent,Geometric,Elaborate,Natural wood,Animal features,Large,Wood,Smooth,Geometric,
Bambara / Bamana,Mali,https://www.bruno-mignot.com/galeries/4479-medium_default/masque-anthropomorphe-region-segou-bambara-mali.jpg,"Les Bambara, prédominants au Mali, sont connus pour leurs masques élaborés utilisés dans les cérémonies d'initiation et leur société N'tomo, qui enseigne aux jeunes garçons des valeurs morales à travers la danse et la musique.",Elongated,Slit,Thin,Absent,Geometric,Elaborate,Natural wood,Animal features,Large,Wood,Smooth,Geometric,
 Tchokwe,Angola,https://www.bruno-mignot.com/galeries/4467-medium_default/masque-mwana-pwo-chokwe-tschokwe-angola.jpg,"Les Tchokwe, présents en Angola, en RDC et en Zambie, sont célèbres pour leurs masques sculptés et leurs dessins sur sable utilisés dans la narration de contes traditionnels.",Oval,Slit,Thin,Small closed,Geometric,Elaborate,Natural wood,Symbolic objects,Medium,Wood,Smooth,Geometric,
Tabwa / Batabwa,RD Congo,https://www.bruno-mignot.com/galeries/4447-medium_default/masque-casque-ancien-tabwa-rdc-zaire-masques-africains.jpg,Les Tabwa de la RDC et de Zambie sont connus pour leurs sculptures en bois représentant des ancêtres et leurs scarifications corporelles.,Oval,Slit,Thin,Small closed,Raised,Absent,Natural wood,None,Medium,Wood,Smooth,Absent,
Mende,Sierra Leone,https://www.bruno-mignot.com/galeries/4445-medium_default/masque-casque-sowei-janiforme-ancien-sande-mende-sierra-le.jpg,"Le peuple Mende de Sierra Leone est célèbre pour ses masques sowei de la société féminine Sande, utilisés dans les rites d'initiation des jeunes filles.",Oval,Large,Wide,Open,Geometric,Elaborate,Vibrant,Symbolic objects,Medium,Wood,Smooth,Geometric,
 Tchokwe,Angola,https://www.bruno-mignot.com/galeries/4428-medium_default/masque-cihongo-chokwe-tschokwe-angola.jpg,"Les Tchokwe, présents en Angola, en RDC et en Zambie, sont célèbres pour leurs masques sculptés et leurs dessins sur sable utilisés dans la narration de contes traditionnels.",Oval,Slit,Thin,Small closed,Geometric,Elaborate,Natural wood,Symbolic objects,Medium,Wood,Smooth,Geometric,
"Songye / Basongje",RD Congo,https://www.bruno-mignot.com/galeries/29745-medium_default/masque-kifwebe-songye-rdc-zaire-masques-africains.jpg,"Les Songye de la République démocratique du Congo sont célèbres pour leurs masques Kifwebe aux motifs géométriques, utilisés dans les cérémonies de la société secrète Bwadi Bwa Kifwebe.",Round,Large,Wide,Full lips,Linear,Elaborate,Earth tones,Beads/cowries,Medium,Wood,Smooth,Linear,
"Bobo Fing",Burkina Faso,https://www.bruno-mignot.com/galeries/4346-medium_default/masque-newenka-de-forgeron-bobo-burkina-faso.jpg,Bobo Fing : Les Bobo Fing du Burkina Faso sont réputés pour leurs masques feuilles utilisés dans les cérémonies agraires.,Rectangular,Small,Absent,Absent,Geometric,Elaborate,Vibrant,Animal features,Large,Wood,Rough,Geometric,
Bozo,Mali,https://www.bruno-mignot.com/galeries/4563-medium_default/masque-zoomorphe-antilope-bozo-mali-masques-du-mali.jpg,"Les Bozo du Mali sont célèbres pour être les ""maîtres du fleuve Niger"" et leurs masques de poissons utilisés dans les rituels liés à la pêche.",Elongated,Slit,Beak-like,Absent,Absent,Elaborate,Natural wood,Animal features,Large,Wood,Smooth,Geometric,
 Tchokwe,Angola,https://www.bruno-mignot.com/galeries/4464-medium_default/masque-mukanda-kalelwa-chokwe-angola-masques-africains.jpg,"Les Tchokwe, présents en Angola, en RDC et en Zambie, sont célèbres pour leurs masques sculptés et leurs dessins sur sable utilisés dans la narration de contes traditionnels.",Oval,Slit,Thin,Small closed,Geometric,Elaborate,Natural wood,Symbolic objects,Medium,Wood,Smooth,Geometric,
Kuba / Kete,RD Congo,https://www.bruno-mignot.com/galeries/4462-medium_default/masque-ancien-kuba-kete-rdc-zaire.jpg,"Le royaume Kuba de la RDC est renommé pour ses textiles raffinés, ses coupes à boire ndop ornées de motifs géométriques complexes et son système élaboré de titres royaux.",Oval,Large,Wide,Open,Geometric,Elaborate,Earth tones,Beads/cowries,Medium,Wood,Smooth,Geometric,
Kuba / Kete,RD Congo,https://www.bruno-mignot.com/galeries/4457-medium_default/masque-ancien-kuba-kete-rdc-zaire.jpg,"Le royaume Kuba de la RDC est renommé pour ses textiles raffinés, ses coupes à boire ndop ornées de motifs géométriques complexes et son système élaboré de titres royaux.",Oval,Large,Wide,Open,Geometric,Elaborate,Earth tones,Beads/cowries,Medium,Wood,Smooth,Geometric,
"Kuba / Ngeende",RD Congo,https://www.bruno-mignot.com/galeries/4424-medium_default/masque-pwoom-itok-kuba-ngeende-rdc-zaire-masques.jpg,"Le royaume Kuba de la RDC est renommé pour ses textiles raffinés, ses coupes à boire ndop ornées de motifs géométriques complexes et son système élaboré de titres royaux.",Oval,Large,Wide,Open,Tribal-specific,Elaborate,Earth tones,Symbolic objects,Medium,Wood,Smooth,Circular,
Kuba / Bushoong,RD Congo,https://www.bruno-mignot.com/galeries/4320-medium_default/masque-ngaady-a-waash-kuba-bushoong-rdc-zaire.jpg,"Le royaume Kuba de la RDC est renommé pour ses textiles raffinés, ses coupes à boire ndop ornées de motifs géométriques complexes et son système élaboré de titres royaux.",Rectangular,Small,Thin,Small closed,Geometric,Elaborate,Earth tones,None,Medium,Wood,Rough,Linear,
Suku / Basuku,RD Congo,https://www.bruno-mignot.com/galeries/4062-medium_default/masque-initiatique-mukanda-kakungu-suku-rdc-zaire.jpg,Les Suku de la République démocratique du Congo et d'Angola sont connus pour leurs masques hemba utilisés dans les rites d'initiation des jeunes hommes.,Elongated,Slit,Beak-like,Absent,Absent,Elaborate,Natural wood,Animal features,Large,Wood,Smooth,Geometric,
Lulua / Luluwa,RD Congo,https://www.bruno-mignot.com/galeries/4058-medium_default/masque-ancien-lulua-luluwa-rdc-zaire-masques-africains.jpg,"Les Lulua de la RDC sont connus pour leurs statues féminines aux coiffures élaborées, symboles de fertilité.",Oval,Slit,Thin,Small closed,Geometric,Elaborate,Natural wood,Symbolic objects,Medium,Wood,Smooth,Geometric,
Igbo ,Nigeria,https://www.bruno-mignot.com/galeries/4007-medium_default/masque-ancien-ibo-igbo-nigeria-masques-africains.jpg,"Le peuple Igbo du sud-est du Nigeria a une cérémonie de passage à l'âge adulte unique appelée ""Iwa Akwa"" où les jeunes hommes prouvent leur force en luttant et en grimpant à de grands poteaux lisses.",Oval,Large,Wide,Open,Tribal-specific,Elaborate,Vibrant,Multiple faces,Medium,Wood,Smooth,Circular,Oval
Ngbaka / Bwaka,RD Congo,https://www.bruno-mignot.com/galeries/3849-medium_default/masque-ancien-ngbaka-rdc-zaire-soudan-masques-africains.jpg,Ngbaka / Bwaka : Les Ngbaka de la RDC sont réputés pour leurs masques anthropomorphes utilisés dans les rituels initiatiques.,Oval,Large,Wide,Open,Geometric,Elaborate,Earth tones,Beads/cowries,Medium,Wood,Smooth,Geometric,
Lega / Balega,RD Congo,https://www.bruno-mignot.com/galeries/3841-medium_default/masque-ancien-lega-rdc-zaire-masques-africains.jpg,"Les Lega de la République démocratique du Congo sont connus pour leurs petites sculptures en ivoire et en bois, appelées bwami, utilisées dans leur système d'initiation complexe.",Elongated,Slit,Thin,Absent,Geometric,Elaborate,Earth tones,Animal features,Large,Wood,Smooth,Geometric,
Lega / Balega,RD Congo,https://www.bruno-mignot.com/galeries/3837-medium_default/masque-lukwakongo-lega-nziba-rdc-zaire-masques-africains.jpg,"Les Lega de la République démocratique du Congo sont connus pour leurs petites sculptures en ivoire et en bois, appelées bwami, utilisées dans leur système d'initiation complexe.",Elongated,Slit,Thin,Absent,Geometric,Elaborate,Earth tones,Animal features,Large,Wood,Smooth,Geometric,
"Pende / Bapende",RD Congo,https://www.bruno-mignot.com/galeries/3828-medium_default/masque-muyombo-pende-rdc-zaire-masques-africains.jpg,"Les Pende de la RDC sont célèbres pour leurs masques mbuya aux expressions dramatiques, utilisés dans les rites de passage et les cérémonies de circoncision.",Oval,Large,Wide,Open,Linear,Elaborate,Natural wood,Beads/cowries,Medium,Wood,Smooth,Linear,
"Pende / Bapende",RD Congo,https://www.bruno-mignot.com/galeries/3825-medium_default/masque-odoma-pende-rdc-zaire-masques-africains.jpg,"Les Pende de la RDC sont célèbres pour leurs masques mbuya aux expressions dramatiques, utilisés dans les rites de passage et les cérémonies de circoncision.",Oval,Large,Wide,Open,Linear,Elaborate,Natural wood,Beads/cowries,Medium,Wood,Smooth,Linear,
Kuba / Kete,RD Congo,https://www.bruno-mignot.com/galeries/3821-medium_default/masque-funeraire-inhuba-kabongo-kuba-kete-rdc-zaire.jpg,"Le royaume Kuba de la RDC est renommé pour ses textiles raffinés, ses coupes à boire ndop ornées de motifs géométriques complexes et son système élaboré de titres royaux.",Oval,Large,Wide,Open,Geometric,Elaborate,Earth tones,Beads/cowries,Medium,Wood,Smooth,Geometric,
Kongo / Bakongo,RD Congo,https://www.bruno-mignot.com/galeries/3817-medium_default/masque-kongo-moili-rdc-zaire-masques-africains.jpg,"Le peuple Kongo, réparti entre l'Angola, la République du Congo et la RDC, est connu pour ses nkisi nkondi, des statues à clous utilisées pour la protection et la guérison.",Oval,Slit,Thin,Small closed,Linear,Elaborate,Natural wood,None,Medium,Wood,Smooth,Linear,
Kuba / Kete,RD Congo,https://www.bruno-mignot.com/galeries/3753-medium_default/masque-funeraire-inhuba-kuba-kete-rdc-zaire.jpg,"Le royaume Kuba de la RDC est renommé pour ses textiles raffinés, ses coupes à boire ndop ornées de motifs géométriques complexes et son système élaboré de titres royaux.",Oval,Large,Wide,Open,Geometric,Elaborate,Earth tones,Beads/cowries,Medium,Wood,Smooth,Geometric,
"Kuba / Ngeende",RD Congo,https://www.bruno-mignot.com/galeries/3748-medium_default/masque-elephant-mukyeem-mukenda-kuba-ngendee-rdc-zaire.jpg,"Le royaume Kuba de la RDC est renommé pour ses textiles raffinés, ses coupes à boire ndop ornées de motifs géométriques complexes et son système élaboré de titres royaux.",Oval,Large,Wide,Open,Tribal-specific,Elaborate,Earth tones,Symbolic objects,Medium,Wood,Smooth,Circular,
"Pende / Bapende",RD Congo,https://www.bruno-mignot.com/galeries/3743-medium_default/masque-de-circoncision-pende-kwese-rdc-zaire.jpg,"Les Pende de la RDC sont célèbres pour leurs masques mbuya aux expressions dramatiques, utilisés dans les rites de passage et les cérémonies de circoncision.",Oval,Large,Wide,Open,Linear,Elaborate,Natural wood,Beads/cowries,Medium,Wood,Smooth,Linear,
"Dan / Yacouba",Liberia,https://www.bruno-mignot.com/galeries/3739-medium_default/masque-ancien-dan-liberia-masques-africains.jpg,"Le peuple Dan de Côte d'Ivoire et du Libéria est célèbre pour ses masques de course, utilisés lors de compétitions rituelles entre villages.",Concave,Slit,Thin,Small closed,Absent,Simple cap,Natural wood,None,Medium,Wood,Smooth,Absent,
Lwalwa / Balwalwa,RD Congo,https://www.bruno-mignot.com/galeries/3731-medium_default/masque-de-chasse-lwalwa-rdc-zaire-masques-africains.jpg,"Les Lwalwa de la République démocratique du Congo sont réputés pour leurs masques masculins aux traits géométriques, utilisés dans les cérémonies de circoncision.",Oval,Large,Wide,Open,Geometric,Elaborate,Vibrant,Beads/cowries,Medium,Wood,Smooth,Circular,
"Dan / Yacouba",Liberia,https://www.bruno-mignot.com/galeries/4889-medium_default/masque-gunyega-dan-liberia-masques-africains.jpg,"Le peuple Dan de Côte d'Ivoire et du Libéria est célèbre pour ses masques de course, utilisés lors de compétitions rituelles entre villages.",Concave,Slit,Thin,Small closed,Absent,Simple cap,Natural wood,None,Medium,Wood,Smooth,Absent,
"Dan / Yacouba",Liberia,https://www.bruno-mignot.com/galeries/4887-medium_default/masque-gunyega-dan-liberia-masques-africains.jpg,"Le peuple Dan de Côte d'Ivoire et du Libéria est célèbre pour ses masques de course, utilisés lors de compétitions rituelles entre villages.",Concave,Slit,Thin,Small closed,Absent,Simple cap,Natural wood,None,Medium,Wood,Smooth,Absent,
"Pende / Bapende",RD Congo,https://www.bruno-mignot.com/galeries/4883-medium_default/masque-panya-yombe-pende-rdc-zaire-masques-africains.jpg,"Les Pende de la RDC sont célèbres pour leurs masques mbuya aux expressions dramatiques, utilisés dans les rites de passage et les cérémonies de circoncision.",Oval,Large,Wide,Open,Linear,Elaborate,Natural wood,Beads/cowries,Medium,Wood,Smooth,Linear,
"Pende / Bapende",RD Congo,https://www.bruno-mignot.com/galeries/4881-medium_default/masque-mbuya-pende-rdc-zaire-masques-africains.jpg,"Les Pende de la RDC sont célèbres pour leurs masques mbuya aux expressions dramatiques, utilisés dans les rites de passage et les cérémonies de circoncision.",Oval,Large,Wide,Open,Linear,Elaborate,Natural wood,Beads/cowries,Medium,Wood,Smooth,Linear,
Boki,Nigeria,https://www.bruno-mignot.com/galeries/4863-medium_default/masque-region-cross-river-boki-nigeria-masques-guerriers.jpg,"Les Boki du Nigeria sont connus pour leur festival annuel Borum, qui implique des danses masquées et des rituels de purification.",Heart-shaped,Large,Wide,Open,Tribal-specific,Elaborate,Vibrant,Multiple faces,Medium,Wood,Smooth,Circular,
Bambara / Bamana,Mali,https://www.bruno-mignot.com/galeries/4821-medium_default/masque-surukuw-kore-bambara-marka-mali-masques-africains.jpg,"Les Bambara, prédominants au Mali, sont connus pour leurs masques élaborés utilisés dans les cérémonies d'initiation et leur société N'tomo, qui enseigne aux jeunes garçons des valeurs morales à travers la danse et la musique.",Elongated,Slit,Thin,Absent,Geometric,Elaborate,Natural wood,Animal features,Large,Wood,Smooth,Geometric,
"Ekoi / Ejagham",Nigeria,https://www.bruno-mignot.com/galeries/4769-medium_default/masque-cimier-ekoi-ejagham-nigeria-masques-africains.jpg,"Les Ekoi du Nigeria et du Cameroun sont connus pour leurs masques-heaumes en peau animale, appelés cimier, utilisés dans les danses cérémonielles.",Rectangular,Small,Thin,Small closed,Geometric,Elaborate,Earth tones,Symbolic objects,Medium,Wood,Rough,Geometric,
Dogon ,Mali,https://www.bruno-mignot.com/galeries/4746-medium_default/masque-picoreur-dyodyomini-dogon-mali-masques-africains.jpg,"Le peuple Dogon du Mali est réputé pour sa cosmologie complexe et ses connaissances astronomiques, notamment leur compréhension du système stellaire de Sirius bien avant sa découverte par les astronomes occidentaux.",Rectangular,Small,Beak-like,Closed,Absent,Elaborate,Vibrant,Animal features,Large,Wood,Smooth,Geometric,
